Dataset_name,Field_name,Data_type,Description,Notes
Services,vendor_product,string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.
Expression: case(isnotnull(vendor_product),vendor_product,
isnotnull(vendor) AND vendor!=\""unknown\"" AND isnotnull(product) AND product!=\""unknown\"",vendor.\"" \"".product,isnotnull(vendor) AND vendor!=\""unknown\"" AND (isnull(product) OR product=\""unknown\""),vendor.\"" unknown\"",(isnull(vendor) OR vendor=\""unknown\"") AND isnotnull(product) AND product!=\""unknown\"",\""unknown \"".product,isnotnull(sourcetype),sourcetype,
1=1,\""unknown\"")",recommended
Filesystem,action,string,"The action performed on the resource.
Expression: if(isnull(action) OR action=\""\"",\""unknown\"",action)","recommended
required for pytest-splunk-addon
prescribed values:acl_modified, created, deleted, modified, read"
Filesystem,dest,string,"The endpoint pertaining to the filesystem activity.
Expression: if(isnull(dest) OR dest=\""\"",\""unknown\"",dest)","recommended
required for pytest-splunk-addon"
Filesystem,dest_bunit,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,dest_category,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,dest_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,dest_requires_av,boolean,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,dest_should_timesync,boolean,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,dest_should_update,boolean,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,file_access_time,timestamp,The time that the file (the object of the event) was accessed.,recommended
Filesystem,file_create_time,timestamp,The time that the file (the object of the event) was created.,recommended
Filesystem,file_hash,string,"A cryptographic identifier assigned to the file object affected by the event.
Expression: if(isnull(file_hash) OR file_hash=\""\"",\""unknown\"",file_hash)",recommended
Filesystem,file_modify_time,timestamp,The time that the file (the object of the event) was altered.,recommended
Filesystem,file_name,string,"The name of the file, such as notepad.exe.
Expression: if(isnull(file_name) OR file_name=\""\"",\""unknown\"",file_name","recommended
required for pytest-splunk-addon"
Filesystem,file_path,string,"The path of the file, such as C:\Windows\System32\notepad.exe.
Expression: if(isnull(file_path) OR file_path=\""\"",\""unknown\"",file_path)","recommended
required for pytest-splunk-addon"
Filesystem,file_acl,string,"Access controls associated with the file affected by the event.
Expression: if(isnull(file_acl) OR file_acl=\""\"",\""unknown\"",file_acl)",recommended
Filesystem,file_size,string,"The size of the file that is the object of the event, in kilobytes.
Expression: if(isnum(file_size),file_size,null())",recommended
Filesystem,image,string,The binary file path or name that is tied to a process ID (PID) in events such as process creation or termination.,Optional
Filesystem,process_guid,string,The globally unique identifier of the process assigned by the vendor_product.,
Filesystem,process_id,string,The numeric identifier of the process assigned by the operating system.,
Filesystem,tag,string,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Filesystem,user,string,"The user account associated with the filesystem access.
Expression: if(isnull(user) OR user=\""\"",\""unknown\"",user)","recommended
required for pytest-splunk-addon"
Filesystem,user_bunit,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,user_category,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,user_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Filesystem,vendor_product,string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.
Expression: case(isnotnull(vendor_product),vendor_product,
isnotnull(vendor) AND vendor!=\""unknown\"" AND isnotnull(product) AND product!=\""unknown\"",vendor.\"" \"".product,isnotnull(vendor) AND vendor!=\""unknown\"" AND (isnull(product) OR product=\""unknown\""),vendor.\"" unknown\"",(isnull(vendor) OR vendor=\""unknown\"") AND isnotnull(product) AND product!=\""unknown\"",\""unknown \"".product,isnotnull(sourcetype),sourcetype,
1=1,\""unknown\"")",recommended
Registry,action,string,"The action performed on the resource.
Expression: if(isnull(action) OR action=\""\"",\""unknown\"",action)","recommended
required for pytest-splunk-addon
prescribed values:created, deleted, modified, read"
Registry,dest,string,"The endpoint pertaining to the registry events.
Expression: if(isnull(dest) OR dest=\""\"",\""unknown\"",dest)","recommended
required for pytest-splunk-addon"
Registry,dest_bunit,string,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,dest_category,string,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,dest_priority,string,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,dest_requires_av,boolean,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,dest_should_timesync,boolean,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,dest_should_update,boolean,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,image,string,The binary file path or name that is tied to a process ID (PID) in events such as process creation or termination.,Optional
Registry,process_guid,string,The globally unique identifier of the process assigned by the vendor_product.,
Registry,process_id,string,The numeric identifier of the process assigned by the operating system.,
Registry,registry_hive,string,"The logical grouping of registry keys, subkeys, and values.","required for pytest-splunk-addon
prescribed values:HKEY_CURRENT_CONFIG, HKEY_CURRENT_USER, HKEY_LOCAL_MACHINE\\SAM, HKEY_LOCAL_MACHINE\\Security, HKEY_LOCAL_MACHINE\\Software, HKEY_LOCAL_MACHINE\\System, HKEY_USERS\\.DEFAULT"
Registry,registry_path,string,"The path to the registry value, such as \win\directory\directory2\{676235CD-B656-42D5-B737-49856E97D072}\PrinterDriverData.
Expression: if(isnull(registry_path) OR registry_path=\""\"",\""unknown\"",registry_path)","recommended
required for pytest-splunk-addon"
Registry,registry_key_name,string,"The name of the registry key, such as PrinterDriverData.
Expression: if(isnull(registry_key_name) OR registry_key_name=\""\"",\""unknown\"",
registry_key_name)","recommended
required for pytest-splunk-addon"
Registry,registry_value_data,string,"The unaltered registry value.
Expression: if(isnull(registry_value_data) OR registry_value_data=\""\"",\""unknown\"",
registry_value_data)","recommended
required for pytest-splunk-addon"
Registry,registry_value_name,string,"The name of the registry value.
Expression: if(isnull(registry_value_name) OR registry_value_name=\""\"",\""unknown\"",
registry_value_name)","recommended
required for pytest-splunk-addon"
Registry,registry_value_text,string,The textual representation of registry_value_data (if applicable).,required for pytest-splunk-addon
Registry,registry_value_type,string,"The type of the registry value.
Expression: if(isnull(registry_value_type) OR registry_value_type=\""\"",\""unknown\"",
registry_value_type)","recommended
required for pytest-splunk-addon
prescribed values:REG_BINARY, REG_DWORD, REG_DWORD_LITTLE_ENDIAN, REG_DWORD_BIG_ENDIAN, REG_EXPAND_SZ, REG_LINK, REG_MULTI_SZ, REG_NONE, REG_QWORD, REG_QWORD_LITTLE_ENDIAN, REG_SZ"
Registry,status,string,The outcome of the registry action.,"required for pytest-splunk-addon
prescribed values:failure, success"
Registry,tag,string,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Registry,user,string,"The user account associated with the registry access.
Expression: if(isnull(user) OR user=\""\"",\""unknown\"",user)","recommended
required for pytest-splunk-addon"
Registry,user_bunit,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Registry,user_category,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Registry,user_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Registry,vendor_product,string,"The vendor and product name of the Endpoint solution that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.
Expression: case(isnotnull(vendor_product),vendor_product,
isnotnull(vendor) AND vendor!=\""unknown\"" AND isnotnull(product) AND product!=\""unknown\"",vendor.\"" \"".product,isnotnull(vendor) AND vendor!=\""unknown\"" AND (isnull(product) OR product=\""unknown\""),vendor.\"" unknown\"",(isnull(vendor) OR vendor=\""unknown\"") AND isnotnull(product) AND product!=\""unknown\"",\""unknown \"".product,isnotnull(sourcetype),sourcetype,
1=1,\""unknown\"")",recommended
Signatures,dest,string,System affected by the signature.,
Signatures,dest_bunit,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Signatures,dest_category,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Signatures,dest_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this fields when writing add-ons.,
Signatures,signature,string,The human readable event name.,
Signatures,signature_id,string,The event name identifier (as supplied by the vendor).,
Signatures,tag,string,This automatically generated field is used to access tags from within data models. Add-on builders do not need to populate it.,
Signatures_vendor_product,vendor_product,string,"The vendor and product name of the technology that reported the event, such as Carbon Black Cb Response. This field can be automatically populated by vendor and product fields in your data.Expression:case(isnotnull(vendor_product),vendor_product,
isnotnull(vendor) AND vendor!=\""unknown\"" AND isnotnull(product) AND product!=\""unknown\"",vendor.\"" \"".product,isnotnull(vendor) AND vendor!=\""unknown\"" AND (isnull(product) OR product=\""unknown\""),vendor.\"" unknown\"",(isnull(vendor) OR vendor=\""unknown\"") AND isnotnull(product) AND product!=\""unknown\"",\""unknown \"".product,isnotnull(sourcetype),sourcetype,
1=1,\""unknown\"")""",recommended
All_Interprocess_Messaging,dest,string,"The destination of the message. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
All_Interprocess_Messaging,dest_bunit,string,The business unit of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Interprocess_Messaging,dest_category,string,The type of message destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,"prescribed values:queue, topic"
All_Interprocess_Messaging,dest_priority,string,The priority of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Interprocess_Messaging,duration,number,The number of seconds from message call to message response. Can be derived by getting the difference between the request_sent_time and the message_received_time.,
All_Interprocess_Messaging,endpoint,string,The endpoint that the message accessed during the RPC (remote procedure call) transaction.,
All_Interprocess_Messaging,endpoint_version,string,"The version of the endpoint accessed during the RPC (remote procedure call) transaction, such as 1.0 or 1.22.",
All_Interprocess_Messaging,message,string,A command or reference that an RPC (remote procedure call) reads or responds to.,
All_Interprocess_Messaging,message_consumed_time,time,The time that the RPC (remote procedure call) read the message and was prepared to take some sort of action.,
All_Interprocess_Messaging,message_correlation_id,string,The message correlation identification value.,
All_Interprocess_Messaging,message_delivered_time,time,The time that the message producer sent the message.,
All_Interprocess_Messaging,message_delivery_mode,string,"The message delivery mode. Possible values depend on the type of message-oriented middleware (MOM) solution in use. They can be words like Transient (meaning the message is stored in memory and is lost if the server dies or restarts) or Persistent (meaning the message is stored both in memory and on disk and is preserved if the server dies or restarts). They can also be numbers like 1, 2, and so on.",
All_Interprocess_Messaging,message_expiration_time,time,The time that the message expired.,
All_Interprocess_Messaging,message_id,string,The message identification.,
All_Interprocess_Messaging,message_priority,string,"The priority of the message. Important jobs that the message queue should answer no matter what receive a higher message_priority than other jobs, ensuring they are completed before the others.",
All_Interprocess_Messaging,message_properties,string,An arbitrary list of message properties. The set of properties displayed depends on the message-oriented middleware (MOM) solution that you are using.,
All_Interprocess_Messaging,message_received_time,time,The time that the message was received by a message-oriented middleware (MOM) solution.,
All_Interprocess_Messaging,message_redelivered,boolean,Indicates whether or not the message was redelivered.,
All_Interprocess_Messaging,message_reply_dest,string,The name of the destination for replies to the message.,
All_Interprocess_Messaging,message_type,string,"The type of message, such as call or reply.",
All_Interprocess_Messaging,parameters,string,Arguments that have been passed to an endpoint by a REST call or something similar. A sample parameter could be something like foo=bar.,
All_Interprocess_Messaging,payload,string,The message payload.,
All_Interprocess_Messaging,payload_type,string,"The type of payload in the message. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",
All_Interprocess_Messaging,request_payload,string,The content of the message request.,
All_Interprocess_Messaging,request_payload_type,string,"The type of payload in the message request. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",
All_Interprocess_Messaging,request_sent_time,time,The time that the message request was sent.,
All_Interprocess_Messaging,response_code,string,The response status code sent by the receiving server. Ranges between 200 and 404.,
All_Interprocess_Messaging,response_payload_type,string,"The type of payload in the message response. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",
All_Interprocess_Messaging,response_received_time,time,The time that the message response was received.,
All_Interprocess_Messaging,response_time,number,"The amount of time it took to receive a response, in seconds.",
All_Interprocess_Messaging,return_message,string,The response status message sent by the message server.,
All_Interprocess_Messaging,rpc_protocol,string,"The protocol that the message server uses for remote procedure calls (RPC). Possible values include HTTP REST, SOAP, and EJB.",
All_Interprocess_Messaging,status,boolean,The status of the message response.,"prescribed values:pass, fail"
All_Interprocess_Messaging,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
IDS_Attacks,action,string,The action taken by the intrusion detection system (IDS).,"required for pytest-splunk-addon
prescribed values:allowed, blocked"
IDS_Attacks,category,string,"The vendor-provided category of the triggered signature, such as spyware.This field is a string. Use a category_id field (not included in this data model) for category ID fields that are integer data types.","recommended
required for pytest-splunk-addon"
IDS_Attacks,dest,string,"The destination of the attack detected by the intrusion detection system (IDS). You can alias this from more specific fields not included in this data model, such as dest_host, dest_ip, or dest_name.",recommended
IDS_Attacks,dest_port,number,The destination port of the intrusion.,
IDS_Attacks,dvc,string,"The device that detected the intrusion event. You can alias this from more specific fields not included in this data model, such as dvc_host, dvc_ip, or dvc_name.","recommended
required for pytest-splunk-addon"
IDS_Attacks,file_hash,string,A cryptographic identifier assigned to the file object affected by the event.,
IDS_Attacks,file_name,string,"The name of the file, such as notepad.exe.",
IDS_Attacks,file_path,string,"The path of the file, such as C:\\Windows\\System32\\notepad.exe.",
IDS_Attacks,ids_type,string,The type of IDS that generated the event.,"recommended
required for pytest-splunk-addon
prescribed values:network, host, application, wireless"
IDS_Attacks,severity,string,"The severity of the network protection event.This field is a string. Use a severity_id field (not included in this data model) for severity ID fields that are integer data types. Also, specific values are required for this field. Use vendor_severity for the vendor's own human readable severity strings, such as Good, Bad, and Really Bad.","recommended
required for pytest-splunk-addon
prescribed values:critical, high, medium, low, informational"
IDS_Attacks,severity_id,string,The numeric or vendor specific severity indicator corresponding to the event severity.,
IDS_Attacks,signature,string,"The name of the intrusion detected on the client (the src), such as PlugAndPlay_BO and JavaScript_Obfuscation_Fre.","recommended
required for pytest-splunk-addon"
IDS_Attacks,signature_id,string,The unique identifier or event code of the event signature.,
IDS_Attacks,src,string,"The source involved in the attack detected by the IDS. You can alias this from more specific fields not included in this data model, such as src_host, src_ip, or src_name.",recommended
IDS_Attacks,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
IDS_Attacks,transport,string,"The OSI layer 4 (transport) or internet layer protocol of the intrusion, in lower case.","recommended
required for pytest-splunk-addon
prescribed values:

icmp,
tcp,
udp"
IDS_Attacks,user,string,The user involved with the intrusion detection event.,recommended
IDS_Attacks,vendor_product,string,"The vendor and product name of the IDS or IPS system that detected the vulnerability, such as HP Tipping Point. This field can be automatically populated by vendor and product fields in your data.",recommended
JVM,jvm_description,string,A description field provided in some data sources.,
JVM,tag,string,This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.,
Threading,cm_enabled,boolean,Indicates whether thread contention monitoring is enabled.,"prescribed values:true, false, 1, 0"
Threading,cm_supported,boolean,Indicates whether the JVM supports thread contention monitoring.,"prescribed values:true, false, 1, 0"
Threading,cpu_time_enabled,boolean,Indicates whether thread CPU time measurement is enabled.,"prescribed values:true, false, 1, 0"
Threading,cpu_time_supported,boolean,Indicates whether the Java virtual machine supports CPU time measurement for the current thread.,"prescribed values:true, false, 1, 0"
Threading,current_cpu_time,number,"CPU-space time taken by the JVM, in seconds.",
Threading,current_user_time,number,"User-space time taken by the JVM, in seconds.",
Threading,daemon_thread_count,number,The JVM's current daemon count.,
Threading,omu_supported,boolean,Indicates whether the JVM supports monitoring of object monitor usage.,"prescribed values:true, false, 1, 0"
Threading,peak_thread_count,number,The JVM's peak thread count.,
Threading,synch_supported,boolean,Indicates whether the JVM supports monitoring of ownable synchronizer usage.,"prescribed values:true, false, 1, 0"
Threading,thread_count,number,The JVM's current thread count.,
Threading,threads_started,number,The total number of threads started in the JVM.,
Runtime,process_name,string,Process name of the JVM process.,
Runtime,start_time,timestamp,Start time of the JVM process.,
Runtime,uptime,number,"Uptime of the JVM process, in seconds.",
Runtime,vendor_product,string,The JVM product or service. This field can be automatically populated by the the vendor and product fields in your raw data.,
Runtime,version,string,Version of the JVM.,
OS,committed_memory,number,"Amount of memory committed to the JVM, in bytes.",
OS,cpu_time,number,"Amount of CPU time taken by the JVM, in seconds.",
OS,free_physical_memory,number,"Amount of free physical memory remaining to the JVM, in bytes.",
OS,free_swap,number,"Amount of free swap memory remaining to the JVM, in bytes.",
OS,max_file_descriptors,number,Maximum file descriptors available to the JVM.,
OS,open_file_descriptors,number,Number of file descriptors opened by the JVM.,
OS,os,string,OS that the JVM is running on.,
OS,os_architecture,string,OS architecture that the JVM is running on.,
OS,os_version,string,OS version that the JVM is running on.,
OS,physical_memory,number,"Physical memory available to the OS that the JVM is running on, in bytes.",
OS,swap_space,number,"Swap memory space available to the OS that the JVM is running on, in bytes.",
OS,system_load,number,System load of the OS that the JVM is running on.,
OS,total_processors,number,Total processor cores available to the OS that the JVM is running on.,
Compilation,compilation_time,number,"Time taken by JIT compilation, in seconds.",
Classloading,current_loaded,number,The current count of classes loaded in the JVM.,
Classloading,total_loaded,number,The total count of classes loaded in the JVM.,
Classloading,total_unloaded,number,The total count of classes unloaded from the JVM.,
Memory,heap_committed,number,"Committed amount of heap memory used by the JVM, in bytes.",
Memory,heap_initial,number,"Initial amount of heap memory used by the JVM, in bytes.",
Memory,heap_max,number,"Maximum amount of heap memory used by the JVM, in bytes.",
Memory,heap_used,number,"Heap memory used by the JVM, in bytes.",
Memory,non_heap_committed,number,"Committed amount of non-heap memory used by the JVM, in bytes.",
Memory,non_heap_initial,number,"Initial amount of non-heap memory used by the JVM, in bytes.",
Memory,non_heap_max,number,"Maximum amount of non-heap memory used by the JVM, in bytes.",
Memory,non_heap_used,number,"Non-heap memory used by the JVM, in bytes.",
Memory,objects_pending,number,"Number of objects pending in the JVM, in bytes.",
Malware_Attacks,action,string,The action taken by the reporting device.,"recommended
required for pytest-splunk-addon
prescribed values:allowed, blocked, deferred"
Malware_Attacks,category,string,"The category of the malware event, such as keylogger or ad-supported program.Note: This is a string value. Use a category_id field for category ID fields that are integer data types (category_id fields are optional, so they are not included in this table).","recommended
required for pytest-splunk-addon"
Malware_Attacks,date,string,"The time of the malware action such as when it was blocked, allowed or deferred, as it was reported by log event.",recommended
Malware_Attacks,dest,string,"The system that was affected by the malware event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.","recommended
required for pytest-splunk-addon"
Malware_Attacks,file_hash,string,The hash of the file with suspected malware.,
Malware_Attacks,file_name,string,The name of the file with suspected malware.,required for pytest-splunk-addon
Malware_Attacks,file_path,string,The full file path of the file with suspected malware.,required for pytest-splunk-addon
Malware_Attacks,severity,string,"The severity of the network protection event. Note: This field is a string. Use severity_id for severity ID fields that are integer data types. Also, specific values are required for this field. Use vendor_severity for the vendor's own human readable severity strings, such as Good, Bad, and Really Bad.","recommended
prescribed values:critical, high, medium, low, informational,"
Malware_Attacks,severity_id,string,The numeric or vendor specific severity indicator corresponding to the event severity.,
Malware_Attacks,signature,string,The name of the malware infection detected on the client (the dest).Note: This is a string value. Use a signature_id field for signature ID fields that are integer data types.,"recommended
required for pytest-splunk-addon
other:such as Trojan.Vundo, Spyware.Gaobot, W32.Nimbda"
Malware_Attacks,signature_id,string,The unique identifier or event code of the event signature.,
Malware_Attacks,src,string,"The source of the event, such as a DAT file relay server. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",
Malware_Attacks,src_bunit,string,The business unit of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
Malware_Attacks,src_category,string,The category of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
Malware_Attacks,src_priority,string,The priority of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
Malware_Attacks,src_user,string,The reported sender of an email-based attack.,
Malware_Attacks,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
Malware_Attacks,user,string,The user involved in the malware event.,recommended
Malware_Attacks,url,string,A URL containing more information about the malware.,
Malware_Attacks,vendor_product,string,"The vendor and product name of the endpoint protection system, such as Symantec AntiVirus. This field can be automatically populated by vendor and product fields in your data.",recommended
Malware_Operations,dest,string,The system where the malware operations event occurred.,"recommended
required for pytest-splunk-addon"
Malware_AttacksMalware_Operations,dest_nt_domain,string,"The NT domain of the dest system, if applicable.",recommended
Malware_Operations,dest_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
Malware_Operations,dest_requires_av,boolean,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
Malware_Operations,product_version,string,The product version of the malware operations product.,recommended
Malware_Operations,signature_version,string,The version of the malware signature bundle in a signature update operations event.,"recommended
required for pytest-splunk-addon"
Malware_Operations,tag,string,The tag associated with the malware operations event.,
Malware_Operations,vendor_product,string,The vendor product name of the malware operations product.,"recommended
required for pytest-splunk-addon"
DNS,additional_answer_count,number,"Number of entries in the ""additional"" section of the DNS message.",required for pytest-splunk-addon
DNS,answer,string,Resolved address for the query.,"recommended
required for pytest-splunk-addon"
DNS,answer_count,number,Number of entries in the answer section of the DNS message.,required for pytest-splunk-addon
DNS,authority_answer_count,number,Number of entries in the 'authority' section of the DNS message.,required for pytest-splunk-addon
DNS,dest,string,"The destination of the network resolution event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.","recommended
required for pytest-splunk-addon"
DNS,dest_bunit,string,The business unit of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
DNS,dest_category,string,"The category of the network resolution target, such as email_server or SOX-compliant.This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
DNS,dest_port,number,The destination port number.,recommended
DNS,dest_priority,string,"The priority of the destination, if applicable. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
DNS,duration,number,"The time taken by the network resolution event, in seconds.",
DNS,message_type,string,Type of DNS message.,"recommended
required for pytest-splunk-addon
prescribed values:Query, Response"
DNS,name,string,The name of the DNS event.,
DNS,query,string,"The domain which needs to be resolved. Applies to messages of type ""Query"".","recommended
required for pytest-splunk-addon"
DNS,query_count,number,"Number of entries that appear in the ""Questions"" section of the DNS query.",required for pytest-splunk-addon
DNS,query_type,string,"The field may contain DNS OpCodes or Resource Record Type codes. For details, see the Domain Name System Parameters on the Internet Assigned Numbers Authority (IANA)  web site. If a value is not set, the DNS.record_type fieldis referenced.","required for pytest-splunk-addon
Example values: Query, IQuery, Status, Notify, Update, A, MX, NS, PTR"
DNS,record_type,string,"The DNS resource record type. For details, see the List of DNS record types on the IANA web site.","required for pytest-splunk-addon
Example values: A, DNAME, MX, NS, PTR"
DNS,reply_code,string,"The return code for the response. For details, see the Domain Name System Parameters on the Internet Assigned Numbers Authority (IANA) web site.","recommended
required for pytest-splunk-addon
prescribed values:No Error, Format Error, Server Failure, Non-Existent Domain
other: NoError, FormErr, ServFail, NXDomain, NotImp, Refused, YXDomain, YXRRSet, NotAuth, NotZone, BADVERS, BADSIG, BADKEY, BADTIME, BADMODE, BADNAME, BADALG"
DNS,reply_code_id,number,"The numerical id of a return code. For details, see the Domain Name System Parameters on the Internet Assigned Numbers Authority (IANA) web site.","recommended
required for pytest-splunk-addon
prescribed values:0, NoError, 1, FormErr,2, ServFail, 3, NXDomain,"
DNS,response_time,number,"The amount of time it took to receive a response in the network resolution event, in seconds if consistent across all data sources, if applicable.",required for pytest-splunk-addon
DNS,src,string,"The source of the network resolution event. You can alias this from more specific fields, such as src_host, src_ip, or src_name.","recommended
required for pytest-splunk-addon"
DNS,src_bunit,string,The business unit of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
DNS,src_category,string,"The category of the source, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",
DNS,src_port,number,The port number of the source.,recommended
DNS,src_priority,string,The priority of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
DNS,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
DNS,transaction_id,number,The unique numerical transaction id of the network resolution event.,required for pytest-splunk-addon
DNS,transport,string,The transport protocol used by the network resolution event.,required for pytest-splunk-addon
DNS,ttl,number,The time-to-live of the network resolution event.,recommended
DNS,vendor_product,string,"The vendor product name of the DNS server. The Splunk platform can derive this field from the fields vendor and product in the raw data, if they exist.",recommended
All_Sessions,action,string,The action taken by the reporting device.,"Required for pytest-splunk-addon
Prescribed values are:

started (for VPN session starts, and DHCP lease starts)
ended (for VPN session teardowns, and DHCP lease ends)
blocked (for the VPN session disallowed start attempts, or failed DHCP leases)"
All_Sessions,dest_bunit,string,The business unit of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,dest_category,string,The category of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,dest_dns,string,The domain name system address of the destination for a network session event.,recommended
All_Sessions,dest_ip,string,"The internal IP address allocated to the client initializing a network session. For DHCP and VPN events, this is the IP address leased to the client.","recommended
required for pytest-splunk-addon"
All_Sessions,dest_mac,string,"The internal MAC address of the network session client. For DHCP events, this is the MAC address of the client acquiring an IP address lease. For VPN events, this is the MAC address of the client initializing a network session. Note: Always force lower case on this field. Note: Always use colons instead of dashes, spaces, or no separator.","recommended
required for pytest-splunk-addon"
All_Sessions,dest_nt_host,string,The NetBIOS name of the client initializing a network session.,recommended
All_Sessions,dest_priority,string,The priority of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
All_Sessions,duration,number,"The amount of time for the completion of the network session event, in seconds.",
All_Sessions,response_time,number,"The amount of time it took to receive a response in the network session event, if applicable.",
All_Sessions,signature,string,An indication of the type of network session event.,"required for pytest-splunk-addon
For example: DHCPACK, DHCPNAK, DHCPRELEASE, WebVPN session started, etc2."
All_Sessions,signature_id,string,The unique identifier or event code of the event signature.,
All_Sessions,src_bunit,string,The business unit of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
